,0
432,"['tropical fruit', 'other vegetables', 'rolls/buns']"
433,['salty snack']
434,"['bottled water', 'canned beer']"
435,['chocolate']
436,"['citrus fruit', 'UHT-milk', 'cream cheese ', 'frozen vegetables']"
437,"['bottled water', 'canned beer', 'male cosmetics']"
438,"['onions', 'other vegetables', 'pastry', 'bottled water', 'soda', 'napkins']"
439,"['dessert', 'oil', 'cat food', 'soda']"
440,"['beef', 'other vegetables', 'whole milk', 'frozen potato products', 'rolls/buns', 'oil', 'margarine', 'coffee', 'dental care', 'hygiene articles', 'newspapers']"
441,"['rolls/buns', 'zwieback', 'bottled water', 'misc. beverages', 'bottled beer', 'canned beer', 'brandy']"
442,"['beef', 'tropical fruit', 'root vegetables', 'onions', 'other vegetables', 'instant coffee', 'soda']"
443,['soda']
444,"['coffee', 'hygiene articles']"
445,"['rolls/buns', 'brown bread', 'bottled water']"
446,"['pork', 'beef', 'hamburger meat', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'margarine', 'shopping bags']"
447,"['soda', 'canned beer', 'liquor (appetizer)', 'hygiene articles', 'napkins', 'newspapers']"
448,"['sausage', 'ham', 'other vegetables', 'ice cream', 'white bread']"
449,"['beef', 'root vegetables', 'other vegetables', 'rolls/buns', 'sugar']"
450,"['whole milk', 'butter', 'bottled water', 'bottled beer']"
451,"['pork', 'ice cream', 'hygiene articles', 'house keeping products']"
452,"['berries', 'packaged fruit/vegetables', 'whole milk', 'ice cream', 'fruit/vegetable juice', 'salty snack', 'specialty bar']"
453,"['sausage', 'other vegetables', 'curd', 'yogurt', 'whipped/sour cream', 'frozen vegetables', 'rolls/buns', 'roll products ']"
454,"['bottled water', 'misc. beverages', 'cling film/bags']"
455,"['tropical fruit', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'hard cheese', 'frozen dessert', 'rice', 'bottled water']"
456,"['herbs', 'bottled water']"
457,"['yogurt', 'rolls/buns']"
458,['Instant food products']
459,['specialty chocolate']
460,['coffee']
461,"['bottled beer', 'liquor']"
462,"['beef', 'root vegetables']"
463,"['whole milk', 'honey', 'waffles']"
464,"['frankfurter', 'rolls/buns', 'pastry', 'snack products', 'specialty bar']"
465,"['frankfurter', 'sausage', 'liver loaf', 'root vegetables', 'curd', 'frozen vegetables', 'rolls/buns', 'semi-finished bread', 'hygiene articles', 'photo/film']"
466,"['other vegetables', 'whole milk', 'cream cheese ']"
467,"['frankfurter', 'root vegetables', 'pickled vegetables', 'soda', 'seasonal products']"
468,"['whole milk', 'rolls/buns', 'newspapers']"
469,"['frankfurter', 'margarine', 'dental care']"
470,"['other vegetables', 'salty snack']"
471,"['bottled water', 'shopping bags']"
472,"['pork', 'onions', 'whole milk', 'butter', 'rolls/buns', 'pastry', 'rum', 'hygiene articles']"
473,['bottled water']
474,"['other vegetables', 'whipped/sour cream', 'specialty cheese', 'domestic eggs']"
475,"['hamburger meat', 'whole milk', 'curd', 'pasta', 'canned beer']"
476,"['hamburger meat', 'citrus fruit', 'other vegetables']"
477,['shopping bags']
478,"['whole milk', 'cream cheese ', 'soda', 'fruit/vegetable juice']"
479,['ice cream']
480,"['pastry', 'bottled water']"
481,"['ham', 'pip fruit', 'whole milk', 'curd', 'dessert', 'butter milk', 'whipped/sour cream', 'sliced cheese', 'cream cheese ', 'white bread', 'coffee', 'long life bakery product', 'chocolate', 'baby cosmetics']"
482,"['frankfurter', 'soda']"
483,"['sausage', 'turkey', 'beef', 'root vegetables', 'domestic eggs', 'rolls/buns', 'flour', 'rice', 'organic products', 'misc. beverages', 'napkins']"
484,['bottled beer']
485,"['bottled water', 'bottled beer', 'napkins']"
486,"['meat', 'other vegetables', 'hard cheese', 'frozen meals', 'bottled water', 'soda']"
487,"['dessert', 'candy']"
488,"['other vegetables', 'packaged fruit/vegetables', 'UHT-milk', 'bottled water']"
489,"['beverages', 'rolls/buns', 'soda']"
490,"['ham', 'mustard', 'canned fish']"
491,['specialty bar']
492,"['brown bread', 'soda', 'salty snack', 'shopping bags']"
493,"['whole milk', 'cream cheese ', 'coffee']"
494,"['rolls/buns', 'pastry', 'red/blush wine']"
495,"['bottled beer', 'nut snack']"
496,"['pet care', 'bottled beer']"
497,"['citrus fruit', 'other vegetables', 'soda']"
498,"['pork', 'other vegetables', 'frozen vegetables', 'hygiene articles']"
499,"['other vegetables', 'shopping bags']"
500,"['white wine', 'detergent']"
501,"['whole milk', 'dessert', 'bottled water']"
502,"['pip fruit', 'white wine', 'shopping bags']"
503,"['sugar', 'soda', 'bottled beer']"
504,"['tropical fruit', 'pip fruit', 'rolls/buns', 'coffee', 'fruit/vegetable juice', 'candy']"
505,"['root vegetables', 'cream cheese ', 'spread cheese', 'frozen dessert', 'white bread', 'bottled water', 'soda', 'misc. beverages', 'fruit/vegetable juice', 'bottled beer']"
506,"['soda', 'misc. beverages']"
507,"['whole milk', 'curd']"
508,"['tropical fruit', 'other vegetables', 'yogurt', 'bottled water', 'male cosmetics']"
509,"['white bread', 'brown bread']"
510,"['brown bread', 'sugar', 'hygiene articles']"
511,"['tropical fruit', 'root vegetables', 'coffee', 'bottled water', 'red/blush wine', 'candy', 'house keeping products', 'shopping bags']"
512,['domestic eggs']
513,"['coffee', 'detergent', 'hygiene articles', 'photo/film']"
514,['soda']
515,['whole milk']
516,['bottled beer']
517,"['pork', 'beef', 'berries', 'packaged fruit/vegetables', 'whole milk', 'mayonnaise', 'frozen fish', 'frozen potato products', 'oil', 'mustard', 'cat food', 'coffee', 'soda', 'chocolate', 'dish cleaner', 'napkins', 'newspapers']"
518,"['other vegetables', 'yogurt']"
519,"['yogurt', 'bottled water', 'dishes']"
520,['sparkling wine']
521,"['bottled water', 'candy']"
522,"['citrus fruit', 'berries', 'other vegetables', 'butter milk', 'sugar', 'fruit/vegetable juice', 'hygiene articles']"
523,"['hamburger meat', 'root vegetables', 'other vegetables', 'whole milk', 'rolls/buns']"
524,"['packaged fruit/vegetables', 'seasonal products']"
525,"['other vegetables', 'margarine']"
526,['soda']
527,"['whole milk', 'yogurt', 'frozen potato products', 'margarine', 'bottled water', 'fruit/vegetable juice', 'salty snack']"
528,"['herbs', 'yogurt']"
529,"['citrus fruit', 'spread cheese', 'rolls/buns', 'soda']"
530,['misc. beverages']
531,['female sanitary products']
532,['soda']
533,"['tropical fruit', 'whole milk', 'beverages', 'white bread', 'pasta', 'shopping bags']"
534,"['soda', 'female sanitary products']"
535,"['white bread', 'bottled water', 'soda', 'waffles']"
536,"['coffee', 'chewing gum', 'chocolate marshmallow']"
537,"['tropical fruit', 'root vegetables', 'whole milk', 'frozen vegetables', 'honey', 'baking powder', 'coffee', 'red/blush wine', 'chocolate marshmallow']"
538,"['pork', 'pip fruit', 'whole milk', 'butter milk']"
539,"['citrus fruit', 'bottled water']"
540,['frankfurter']
541,"['frankfurter', 'rolls/buns']"
542,"['frankfurter', 'tropical fruit', 'pip fruit', 'curd', 'UHT-milk', 'hard cheese', 'domestic eggs', 'rolls/buns', 'hygiene articles', 'napkins', 'shopping bags']"
543,['other vegetables']
544,"['yogurt', 'fruit/vegetable juice', 'newspapers']"
545,"['sausage', 'whole milk', 'yogurt', 'brown bread', 'cereals', 'bottled water', 'soda']"
546,['whole milk']
547,"['pip fruit', 'whole milk', 'curd', 'pastry', 'bottled water']"
548,['whole milk']
549,"['root vegetables', 'other vegetables']"
550,"['onions', 'fruit/vegetable juice']"
551,['specialty chocolate']
552,"['hamburger meat', 'domestic eggs']"
553,['photo/film']
554,"['rolls/buns', 'soda', 'snack products', 'newspapers']"
555,['canned beer']
556,['canned beer']
557,"['other vegetables', 'curd', 'frozen meals', 'frozen potato products', 'soda', 'bottled beer', 'kitchen towels', 'candles']"
558,['canned beer']
559,"['curd', 'whipped/sour cream', 'rolls/buns', 'zwieback', 'spices']"
560,"['butter', 'fruit/vegetable juice', 'newspapers']"
561,"['other vegetables', 'whole milk', 'yogurt', 'domestic eggs', 'bottled water', 'soda']"
562,['whole milk']
563,"['beef', 'tropical fruit', 'herbs', 'whole milk', 'curd', 'yogurt', 'whipped/sour cream', 'sliced cheese']"
564,"['sausage', 'rolls/buns']"
565,['soda']
566,"['fruit/vegetable juice', 'long life bakery product']"
567,"['rolls/buns', 'coffee', 'long life bakery product', 'detergent', 'shopping bags']"
568,"['pip fruit', 'whole milk', 'bottled water', 'candy']"
569,"['frozen vegetables', 'bottled beer', 'liquor (appetizer)', 'chewing gum', 'napkins', 'newspapers']"
570,['beverages']
571,"['hamburger meat', 'root vegetables', 'other vegetables', 'domestic eggs', 'roll products ', 'oil', 'margarine', 'hygiene articles']"
572,"['root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'fruit/vegetable juice', 'white wine']"
573,['canned beer']
574,"['frozen vegetables', 'bottled beer']"
575,['canned beer']
576,['newspapers']
577,['rolls/buns']
578,"['hamburger meat', 'UHT-milk', 'salty snack']"
579,"['pip fruit', 'whole milk', 'curd', 'rum']"
580,['canned beer']
581,"['grapes', 'root vegetables', 'frozen vegetables', 'domestic eggs', 'white wine']"
582,"['root vegetables', 'packaged fruit/vegetables', 'butter', 'whipped/sour cream', 'rolls/buns']"
583,"['citrus fruit', 'frozen vegetables', 'rolls/buns', 'canned beer', 'salty snack']"
584,"['cling film/bags', 'pot plants']"
585,"['frankfurter', 'whole milk', 'rolls/buns', 'margarine', 'baking powder', 'bottled beer']"
586,"['whole milk', 'red/blush wine']"
587,"['pork', 'tropical fruit', 'whole milk', 'curd', 'yogurt', 'hard cheese', 'frozen meals', 'frozen dessert', 'domestic eggs', 'cereals', 'baking powder', 'fruit/vegetable juice', 'soap']"
588,"['chicken', 'pastry']"
589,"['sausage', 'dish cleaner', 'dishes']"
590,['specialty bar']
591,"['whipped/sour cream', 'pastry', 'specialty bar']"
592,"['root vegetables', 'brown bread']"
593,"['rolls/buns', 'soda']"
594,"['other vegetables', 'bottled beer', 'red/blush wine']"
595,"['citrus fruit', 'tropical fruit', 'berries', 'root vegetables', 'other vegetables', 'whole milk', 'butter', 'bottled water', 'rubbing alcohol', 'hygiene articles', 'napkins']"
596,"['whole milk', 'processed cheese', 'brown bread', 'pastry', 'soda']"
597,"['frankfurter', 'sausage', 'tropical fruit', 'root vegetables', 'whole milk', 'yogurt', 'rolls/buns', 'pastry', 'candy']"
598,"['coffee', 'long life bakery product']"
599,"['ham', 'rolls/buns', 'white wine']"
600,['canned beer']
601,['canned beer']
602,['canned beer']
603,"['pip fruit', 'whole milk', 'canned fish']"
604,"['pork', 'pip fruit', 'other vegetables', 'whole milk', 'curd', 'white bread', 'sugar', 'bottled water', 'soda']"
605,['soap']
606,"['pip fruit', 'butter', 'frozen meals', 'pasta', 'bottled water']"
607,"['beef', 'hamburger meat', 'citrus fruit', 'whole milk', 'mustard', 'soap']"
608,"['sausage', 'meat', 'other vegetables', 'whole milk', 'yogurt', 'rolls/buns', 'soda', 'bottled beer', 'chocolate', 'newspapers']"
609,['frozen chicken']
610,['soda']
611,"['tropical fruit', 'curd', 'yogurt', 'rolls/buns', 'brown bread', 'bottled water', 'bottled beer', 'seasonal products']"
612,['other vegetables']
613,"['beef', 'citrus fruit', 'curd', 'rolls/buns', 'oil', 'margarine', 'specialty bar', 'detergent', 'newspapers']"
614,"['meat', 'pork', 'beef', 'citrus fruit', 'root vegetables', 'other vegetables', 'whole milk', 'pickled vegetables']"
615,"['meat', 'hamburger meat', 'root vegetables', 'packaged fruit/vegetables', 'whole milk', 'butter', 'newspapers']"
616,"['bottled water', 'soda', 'red/blush wine', 'long life bakery product', 'newspapers']"
617,['rolls/buns']
618,"['pastry', 'canned beer']"
619,"['pork', 'whole milk', 'pastry', 'sauces']"
620,"['pip fruit', 'sliced cheese', 'pastry', 'white wine', 'light bulbs', 'newspapers']"
621,"['beef', 'citrus fruit', 'tropical fruit', 'yogurt', 'UHT-milk', 'frozen vegetables', 'rolls/buns', 'bottled water', 'skin care']"
622,"['beef', 'citrus fruit', 'berries', 'brown bread', 'sugar', 'coffee', 'kitchen towels']"
623,"['rolls/buns', 'spices']"
624,"['citrus fruit', 'tropical fruit', 'herbs', 'whole milk', 'butter', 'curd', 'whipped/sour cream', 'frozen vegetables', 'canned vegetables', 'misc. beverages']"
625,"['meat', 'beef', 'herbs', 'whole milk', 'frozen dessert', 'rolls/buns', 'semi-finished bread', 'flour', 'oil', 'coffee', 'pot plants']"
626,"['beverages', 'pastry', 'bottled water']"
627,"['beef', 'citrus fruit', 'other vegetables', 'rolls/buns']"
628,"['ham', 'whole milk', 'white bread', 'margarine', 'hair spray']"
629,"['hamburger meat', 'whole milk', 'oil', 'ketchup', 'soups', 'Instant food products', 'canned fish', 'coffee', 'bottled beer', 'hygiene articles', 'newspapers']"
630,"['beef', 'citrus fruit', 'other vegetables', 'butter milk', 'sliced cheese', 'processed cheese', 'rolls/buns', 'margarine', 'bottled water', 'fruit/vegetable juice']"
631,"['beef', 'citrus fruit', 'whole milk', 'domestic eggs', 'rolls/buns', 'pastry', 'roll products ', 'tea', 'fruit/vegetable juice']"
632,"['root vegetables', 'whole milk', 'detergent']"
633,"['citrus fruit', 'tropical fruit', 'grapes', 'other vegetables', 'frozen vegetables', 'pickled vegetables', 'fruit/vegetable juice', 'liquor', 'rum', 'liquor (appetizer)', 'candy', 'cling film/bags']"
634,"['yogurt', 'bottled water']"
635,"['tropical fruit', 'root vegetables', 'other vegetables', 'whipped/sour cream', 'brown bread', 'canned fish', 'long life bakery product']"
636,"['frankfurter', 'root vegetables', 'newspapers']"
637,"['beef', 'other vegetables', 'whole milk', 'brown bread', 'pastry', 'salty snack', 'abrasive cleaner', 'shopping bags']"
638,['shopping bags']
639,['canned beer']
640,"['rolls/buns', 'canned beer']"
641,"['other vegetables', 'rolls/buns', 'meat spreads', 'bottled water', 'soda', 'misc. beverages', 'waffles', 'chocolate', 'candy']"
642,"['hamburger meat', 'other vegetables', 'yogurt', 'rolls/buns', 'bottled water']"
643,"['hamburger meat', 'citrus fruit', 'root vegetables', 'rolls/buns', 'Instant food products', 'canned fish', 'bottled water', 'soda', 'fruit/vegetable juice', 'napkins']"
644,"['frankfurter', 'sausage', 'domestic eggs', 'soda', 'chewing gum', 'shopping bags']"
645,['bottled beer']
646,"['tropical fruit', 'domestic eggs', 'rolls/buns', 'pastry']"
647,['soda']
648,"['frankfurter', 'root vegetables', 'onions', 'other vegetables', 'white bread', 'canned beer']"
649,"['chicken', 'hamburger meat', 'herbs', 'whipped/sour cream', 'soups', 'soda', 'canned beer', 'dish cleaner', 'napkins', 'cling film/bags']"
650,"['coffee', 'soda']"
651,['whole milk']
652,['margarine']
653,"['tropical fruit', 'other vegetables']"
654,"['meat', 'other vegetables']"
655,"['cream cheese ', 'bottled water', 'canned beer']"
656,['newspapers']
657,"['rolls/buns', 'pastry', 'newspapers']"
658,"['citrus fruit', 'other vegetables', 'whole milk', 'curd', 'yogurt', 'potato products', 'fruit/vegetable juice', 'long life bakery product']"
659,"['whole milk', 'rolls/buns', 'detergent']"
660,"['frankfurter', 'citrus fruit', 'butter milk', 'UHT-milk', 'rolls/buns', 'female sanitary products', 'shopping bags']"
661,"['ham', 'other vegetables', 'butter', 'whipped/sour cream', 'sugar', 'soda']"
662,"['frankfurter', 'citrus fruit', 'bottled beer', 'salty snack']"
663,"['sausage', 'onions', 'curd', 'yogurt', 'domestic eggs', 'coffee']"
664,['domestic eggs']
665,"['whole milk', 'domestic eggs', 'rolls/buns', 'soda']"
666,"['rolls/buns', 'bottled beer', 'newspapers']"
667,"['whole milk', 'hard cheese', 'chocolate marshmallow']"
668,"['sausage', 'root vegetables', 'other vegetables', 'rolls/buns', 'soda']"
669,"['curd', 'butter milk', 'yogurt', 'beverages']"
670,['bottled water']
671,['beef']
672,"['frankfurter', 'hamburger meat', 'whole milk', 'rolls/buns', 'potato products', 'mustard', 'coffee', 'waffles', 'chocolate marshmallow', 'soap', 'newspapers']"
673,"['chicken', 'butter', 'newspapers']"
674,"['sausage', 'meat', 'tropical fruit', 'pip fruit', 'pastry', 'sugar', 'coffee', 'candles', 'pot plants']"
675,"['pork', 'whole milk', 'whipped/sour cream', 'beverages']"
676,"['yogurt', 'pastry', 'coffee']"
677,"['whole milk', 'sliced cheese', 'margarine', 'cat food', 'detergent', 'dishes', 'shopping bags']"
678,"['frankfurter', 'ham', 'whole milk', 'yogurt', 'rolls/buns', 'pastry', 'vinegar', 'sugar', 'soda', 'fruit/vegetable juice', 'napkins']"
679,"['beef', 'whole milk', 'brown bread', 'specialty chocolate', 'newspapers']"
680,"['pip fruit', 'other vegetables', 'butter milk', 'cream cheese ', 'rolls/buns']"
681,"['sausage', 'whole milk', 'rolls/buns', 'coffee', 'chocolate']"
682,"['pastry', 'coffee']"
683,"['chicken', 'beef', 'specialty chocolate']"
684,"['root vegetables', 'other vegetables', 'whole milk', 'sliced cheese', 'frozen vegetables', 'frozen fish', 'frozen dessert', 'chocolate']"
685,"['whole milk', 'frozen meals', 'rolls/buns']"
686,['detergent']
687,"['rolls/buns', 'canned fish']"
688,['house keeping products']
689,"['yogurt', 'salt', 'jam', 'sparkling wine', 'cleaner']"
690,"['tropical fruit', 'curd', 'sliced cheese', 'rolls/buns', 'soda']"
691,['tropical fruit']
692,"['curd', 'UHT-milk', 'artif. sweetener', 'dental care']"
693,"['beef', 'berries', 'onions', 'rolls/buns']"
694,"['whole milk', 'brown bread', 'pasta', 'margarine', 'bottled water', 'napkins', 'newspapers']"
695,"['pork', 'UHT-milk', 'bottled water', 'soda', 'canned beer']"
696,"['other vegetables', 'curd', 'yogurt', 'curd cheese', 'margarine', 'cleaner', 'hygiene articles']"
697,"['rolls/buns', 'soda', 'fruit/vegetable juice', 'canned beer', 'white wine', 'long life bakery product', 'shopping bags']"
698,"['frankfurter', 'pip fruit', 'whole milk', 'rolls/buns', 'roll products ']"
699,"['yogurt', 'hygiene articles', 'newspapers', 'shopping bags']"
700,"['whole milk', 'curd', 'sliced cheese', 'cat food', 'coffee']"
701,"['bottled water', 'candy']"
702,"['frankfurter', 'beef', 'butter']"
